,id,score
0,82750f1b9d1223508ee329d47e27d35176c93eb9f35e9c1a,0.019326726740005677
1,f000950527a6feb670cc1c87c2025f3922aaa4a0206a0a33,0.5861347306144625
2,e9f7b28ec10e04700ef4db75a494f9a1e8e8b09555e6afa1,0.004432505126576066
3,beb4aaaa89e0a0ae9d77bd5d7665be6342f552f51840cf19,0.002338334857693492
4,e9f7b28ec10e0470ee4172cec0133b6826c34f27d3dff204,0.004162369687914727
5,d8071a739aa75a3ba10ae8205ae3c7b267bdbe32cd6cb582,0.005122481658279874
6,f000950527a6feb63dcc53f7fc8ccac0eb92d37b34f18854,0.34220898306820824
7,4a8fc4f3fb4d8a0ff806928b39e9b5e776d9b0d2d32bce0a,0.0021393432449691658
8,f000950527a6feb678e9430f14270a010ec5e747a694829a,0.006641675001480783
9,d8071a739aa75a3bb4ea6cf0f8ce3b13082101f40a426037,0.0028488658812751413
10,8f19388cfd6e2b9c1245cd2b699345995d8983b74a3e1f98,0.003016053078402434
11,da8691b210adb3f650c6cf12438085a7b6a3fa62e4806333,0.0024224280333810496
12,da8691b210adb3f62d73891e5769ab06c8bfad96fa50778f,0.0022825503059465675
13,f000950527a6feb6dc5fea352959ce7a91b1a31843cc2042,0.007931354276241977
14,f000950527a6feb655bd97953a1686480289fcb12ab193f0,0.00495700155657606
15,516ab81418ed215dbf53c2d4e3d8e4c41e3ded65e5488128,0.006195565361358679
16,beb4aaaa89e0a0ae25ca69a05a0a98b61b6904fba82af3c1,0.0027280249573615393
17,d8071a739aa75a3b5e86ec27db851adf4b918ec69eb2ad7a,0.00498811218051438
18,f000950527a6feb6dc7742533476c3c4cac8b73ae70bba55,0.0027959465760488793
19,da8691b210adb3f6aa6a0dc8c49a7ab6c5c147166f1814bb,0.0022638441565836693
20,f000950527a6feb62a3aeaff423d389389671b050d2e7e41,0.04572016583960202
21,f000950527a6feb6ce9820790c60cd8067cf2230c1f92042,0.0255427295515074
22,da8691b210adb3f6768acc16c1680dd37c53dec6c7110778,0.002322302017463181
23,f000950527a6feb673902053c9d423b83fde557412062a24,0.00720342841427182
24,d8071a739aa75a3b4c3e522b106e841a5ba6c383f0484714,0.037318280787838935
25,d8071a739aa75a3bc8b1cbc0701ffbf91045921a9fc588cf,0.026570174942556403
26,ed38190adf12fceba12f54c2e462909039f760602019e698,0.0067381334803662
27,f000950527a6feb672674e03f0677ee12a3b907e7589ec1d,0.004493345075691349
28,da8691b210adb3f6ed9ceaa4f3567233848096066c1b3ab6,0.0023359970385081925
29,516ab81418ed215d7fe43608f515e624e2205dc807091821,0.0063786532390111145
30,47645761dc56bb8c6c2f0ef187b56b89a52148f3f51f2cb6,0.0068752330454818125
31,8f19388cfd6e2b9c5b98a9d103880b27bff4d66929cd6f3e,0.0023125488870924726
32,d8071a739aa75a3bc4b04099403dbe065550132da5653998,0.00462779559355331
33,59b38c56de383683428a7abb3662f7e25e8cf7c5749e5ee4,0.010109589885811952
34,f000950527a6feb64f5d0aad51233ed4b29b005f70bf4f14,0.006613426472819724
35,755db3b5c5f74eb4b4e00a26ec567e1ec47f75b0529fa452,0.0028085279503606586
36,9c7fa510616a68300e9d1997499f984945e70dd42dedfbcb,0.0025275829851270975
37,82750f1b9d1223502cdde9ba782cad55e52842584fe34e78,0.7426373018479997
38,516ab81418ed215d048d70f0e43a5573f742325f0a8cb023,0.003078375496547564
39,f000950527a6feb69557ec3b6b4d7f6ad964e06bfbafa1bc,0.008474103767023242
40,47645761dc56bb8c0be4732a17174a7f994b7492f14a9494,0.004349632441657542
41,beb4aaaa89e0a0ae043f3a126c8e6f24585d96174f349416,0.0025908162259341352
42,f1c1045b13d183294cb3eb851abb8a4890b898ac148b3142,0.0022874834137769553
43,f000950527a6feb6d02c3133fd0f425657dd851d5aca2e5c,0.005640413708825404
